item_id,title,price,end_date,item_type,total_bids,url,seller
719312388,3 st kaffeburkar med Mon Amie mönster -Zoegas,1499,2026-03-01 13:40:17.007000+00:00,PureBin,0,https://www.tradera.comhttps://www.tradera.com/item/341135/719312388/3-st-kaffeburkar-med-mon-amie-monster-zoegas,Trolliott
719319364,Rörstrand Zoégas Mon Amie Marianne Westman plåtburk kaffeburk NY slutsåld,399,2026-03-01 14:06:04.878000+00:00,AuctionBin,0,https://www.tradera.comhttps://www.tradera.com/item/341135/719319364/rorstrand-zoégas-mon-amie-marianne-westman-platburk-kaffeburk-ny-slutsald,Guldstiffe
719285321,Zoegas & Rörstrand Jubileumsutgåva Limited Edition Mon Amie kaffeburk plåt N,495,2026-03-01 14:07:06.765000+00:00,AuctionBin,0,https://www.tradera.comhttps://www.tradera.com/item/341135/719285321/zoegas-rorstrand-jubileumsutgava-limited-edition-mon-amie-kaffeburk-plat-n,SaraB77
719333728,Rörstrand Zoégas Mon Amie Marianne Westman plåtburk kaffeburk NY slutsåld,399,2026-03-01 14:31:46.691000+00:00,AuctionBin,0,https://www.tradera.comhttps://www.tradera.com/item/341135/719333728/rorstrand-zoégas-mon-amie-marianne-westman-platburk-kaffeburk-ny-slutsald,Guldstiffe
719280445,Mon Amie kaffeburk,450,2026-03-01 14:46:23.313000+00:00,AuctionBin,0,https://www.tradera.comhttps://www.tradera.com/item/341135/719280445/mon-amie-kaffeburk,Rebecca_andersson
719335085,MON AMIE kaffeburk och kaffe ZOEGAS jubileum 2026,599,2026-03-01 14:49:05.244000+00:00,PureBin,0,https://www.tradera.comhttps://www.tradera.com/item/293001/719335085/mon-amie-kaffeburk-och-kaffe-zoegas-jubileum-2026,Inger_62
719250620,Zoegas Rörstrand Mon Amie plåtburk burk,599,2026-03-01 14:57:27.887000+00:00,PureBin,0,https://www.tradera.comhttps://www.tradera.com/item/341135/719250620/zoegas-rorstrand-mon-amie-platburk-burk,ann-helene43
719276716,Jubileumsutgåva MON AMIE kaffeburk och kaffe,599,2026-03-01 15:16:53.008000+00:00,PureBin,0,https://www.tradera.comhttps://www.tradera.com/item/341135/719276716/jubileumsutgava-mon-amie-kaffeburk-och-kaffe,Inger_62
719326513,Mon amie kaffeburk med ett paket kaffe,600,2026-03-01 15:26:33.798000+00:00,PureBin,0,https://www.tradera.comhttps://www.tradera.com/item/341135/719326513/mon-amie-kaffeburk-med-ett-paket-kaffe,ALEKMAN
719347897,Mon Amie kaffeburk,550,2026-03-01 15:27:50.200000+00:00,PureBin,0,https://www.tradera.comhttps://www.tradera.com/item/341135/719347897/mon-amie-kaffeburk,Rebecca_andersson
719353068,Rörstrand Zoégas Mon Amie!,449,2026-03-01 15:43:25.077000+00:00,PureBin,0,https://www.tradera.comhttps://www.tradera.com/item/293001/719353068/rorstrand-zoégas-mon-amie-,Raikonen
719324787,Rörstrand kaffeburk Mon Amie,400,2026-03-01 15:51:13.115000+00:00,AuctionBin,0,https://www.tradera.comhttps://www.tradera.com/item/341135/719324787/rorstrand-kaffeburk-mon-amie,aquah
719291080,Rörstrands Mon Amie kaffeburk Zoegas,599,2026-03-01 15:58:27.013000+00:00,PureBin,0,https://www.tradera.comhttps://www.tradera.com/item/341135/719291080/rorstrands-mon-amie-kaffeburk-zoegas,fyndarjocke
719358609,Rörstrand Zoégas Mon Amie!,449,2026-03-01 16:00:15.159000+00:00,PureBin,0,https://www.tradera.comhttps://www.tradera.com/item/293001/719358609/rorstrand-zoégas-mon-amie-,Raikonen
719284515,NY Rörstrand Zoégas Mon Amie Marianne Westman kaffeburk plåtburk i originalförp.,555,2026-03-01 16:01:34.340000+00:00,PureBin,0,https://www.tradera.comhttps://www.tradera.com/item/293001/719284515/ny-rorstrand-zoégas-mon-amie-marianne-westman-kaffeburk-platburk-i-originalforp-,lenalottis
719282295,Rörstrand Mon AMIE x Zoegas kaffeburk i plåt,400,2026-03-01 16:10:14.951000+00:00,AuctionBin,0,https://www.tradera.comhttps://www.tradera.com/item/341135/719282295/rorstrand-mon-amie-x-zoegas-kaffeburk-i-plat,morhanna
719361832,Rörstrand Zoégas Mon Amie Marianne Westman plåtburk kaffeburk NY slutsåld,399,2026-03-01 16:15:06.043000+00:00,AuctionBin,0,https://www.tradera.comhttps://www.tradera.com/item/341135/719361832/rorstrand-zoégas-mon-amie-marianne-westman-platburk-kaffeburk-ny-slutsald,Guldstiffe
719295226,Zoégas Mon Amie Kaffeburk. Slutsåld & Limiterad. Helt ny!,650,2026-03-01 16:27:43.011000+00:00,PureBin,0,https://www.tradera.comhttps://www.tradera.com/item/293001/719295226/zoégas-mon-amie-kaffeburk-slutsald-limiterad-helt-ny-,caroline1993
719369075,Rörstrands Mon Amie kaffeburk Zoegas,599,2026-03-01 16:45:40.126000+00:00,PureBin,0,https://www.tradera.comhttps://www.tradera.com/item/341135/719369075/rorstrands-mon-amie-kaffeburk-zoegas,fyndarjocke
719366654,Rörstrand Mon AMIE x Zoegas kaffeburk i plåt,400,2026-03-01 16:57:05.108000+00:00,AuctionBin,0,https://www.tradera.comhttps://www.tradera.com/item/341135/719366654/rorstrand-mon-amie-x-zoegas-kaffeburk-i-plat,morhanna
719271689,Rörstrand - Zoegas - Mon Amie Marianne Westman - Kaffeburk + kaffe,729,2026-03-01 17:05:16.855000+00:00,PureBin,0,https://www.tradera.comhttps://www.tradera.com/item/341135/719271689/rorstrand-zoegas-mon-amie-marianne-westman-kaffeburk-kaffe,Pinaceae
719368881,Rörstrand Zoégas Mon Amie!,499,2026-03-01 17:12:26.881000+00:00,PureBin,0,https://www.tradera.comhttps://www.tradera.com/item/293001/719368881/rorstrand-zoégas-mon-amie-,Raikonen
718809274,Rörstrand Zoégas Mon Amie kaffeburk,1000,2026-03-01 17:13:21.043000+00:00,Auction,31,https://www.tradera.comhttps://www.tradera.com/item/341135/718809274/rorstrand-zoégas-mon-amie-kaffeburk,Ptra84
719282015,Rörstrand Mon AMIE x Zoegas kaffeburk i plåt,400,2026-03-01 17:13:27.836000+00:00,AuctionBin,0,https://www.tradera.comhttps://www.tradera.com/item/341135/719282015/rorstrand-mon-amie-x-zoegas-kaffeburk-i-plat,morhanna
